,date,code,pcs_m,quantity,location,loc_date
25331,2017-05-17,G195,0.02,1,antelope,"('antelope', '2017-05-17')"
25332,2017-05-17,G66,0.02,1,antelope,"('antelope', '2017-05-17')"
25333,2017-05-17,G200,0.08,5,antelope,"('antelope', '2017-05-17')"
25334,2017-05-17,G82,0.38,23,antelope,"('antelope', '2017-05-17')"
25335,2017-05-17,G23,0.03,2,antelope,"('antelope', '2017-05-17')"
25336,2017-05-17,G126,0.05,3,antelope,"('antelope', '2017-05-17')"
25337,2017-05-17,G3,0.48,29,antelope,"('antelope', '2017-05-17')"
25338,2017-05-17,G156,0.33,20,antelope,"('antelope', '2017-05-17')"
25339,2017-05-17,G33,0.18,11,antelope,"('antelope', '2017-05-17')"
25340,2017-05-17,G179,0.02,1,antelope,"('antelope', '2017-05-17')"
25341,2017-05-17,G49,0.02,1,antelope,"('antelope', '2017-05-17')"
25342,2017-05-17,G199,0.07,4,antelope,"('antelope', '2017-05-17')"
25343,2017-05-17,G79,0.03,2,antelope,"('antelope', '2017-05-17')"
25344,2017-05-17,G21,0.05,3,antelope,"('antelope', '2017-05-17')"
25345,2017-05-17,G124,0.05,3,antelope,"('antelope', '2017-05-17')"
25346,2017-05-17,G27,0.02,1,antelope,"('antelope', '2017-05-17')"
25347,2017-05-17,G145,0.05,3,antelope,"('antelope', '2017-05-17')"
25348,2017-05-17,G32,0.1,6,antelope,"('antelope', '2017-05-17')"
25349,2017-05-17,G176,0.03,2,antelope,"('antelope', '2017-05-17')"
25350,2017-05-17,G35,0.43,26,antelope,"('antelope', '2017-05-17')"
25351,2017-05-17,G198,0.05,3,antelope,"('antelope', '2017-05-17')"
25352,2017-05-17,G7,0.15,9,antelope,"('antelope', '2017-05-17')"
25353,2017-05-17,G204,0.03,2,antelope,"('antelope', '2017-05-17')"
25354,2017-05-17,G89,0.05,3,antelope,"('antelope', '2017-05-17')"
25355,2017-05-17,G100,0.02,1,antelope,"('antelope', '2017-05-17')"
25356,2017-05-17,G25,0.08,5,antelope,"('antelope', '2017-05-17')"
25357,2017-05-17,G128,0.02,1,antelope,"('antelope', '2017-05-17')"
25358,2017-05-17,G30,1.2,73,antelope,"('antelope', '2017-05-17')"
25359,2017-05-17,G175,0.07,4,antelope,"('antelope', '2017-05-17')"
25360,2017-05-17,G34,0.02,1,antelope,"('antelope', '2017-05-17')"
25361,2017-05-15,G10,0.12,3,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25362,2017-05-15,G28,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25363,2017-05-15,G125,0.08,2,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25364,2017-05-15,G32,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25365,2017-05-15,G153,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25366,2017-05-15,G50,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25367,2017-05-15,G178,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25368,2017-05-15,G79,0.12,3,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25369,2017-05-15,G21,0.15,4,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25370,2017-05-15,G87,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25371,2017-05-15,G27,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25372,2017-05-15,G101,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25373,2017-05-15,G30,0.15,4,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25374,2017-05-15,G151,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25375,2017-05-15,G4,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25376,2017-05-15,G175,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25377,2017-05-15,G7,0.15,4,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25378,2017-05-15,G200,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25379,2017-05-15,G82,0.27,7,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25380,2017-05-15,G25,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25381,2017-05-15,G100,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25382,2017-05-15,G3,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25383,2017-05-15,G126,0.08,2,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25384,2017-05-15,G33,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25385,2017-05-15,G156,0.12,3,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25386,2017-05-15,G67,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25387,2017-05-15,G198,0.08,2,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25388,2017-05-15,G8,0.04,1,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25389,2017-05-15,G24,0.19,5,cordova-creek-ii,"('cordova-creek-ii', '2017-05-15')"
25458,2017-04-29,G101,0.08,3,arcade-creek,"('arcade-creek', '2017-04-29')"
25459,2017-04-29,G200,4.35,174,arcade-creek,"('arcade-creek', '2017-04-29')"
25460,2017-04-29,G50,0.18,7,arcade-creek,"('arcade-creek', '2017-04-29')"
25461,2017-04-29,G128,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25462,2017-04-29,G21,0.08,3,arcade-creek,"('arcade-creek', '2017-04-29')"
25463,2017-04-29,G71,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25464,2017-04-29,G156,0.13,5,arcade-creek,"('arcade-creek', '2017-04-29')"
25465,2017-04-29,G25,0.23,9,arcade-creek,"('arcade-creek', '2017-04-29')"
25466,2017-04-29,G80,0.08,3,arcade-creek,"('arcade-creek', '2017-04-29')"
25467,2017-04-29,G176,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25468,2017-04-29,G3,0.43,17,arcade-creek,"('arcade-creek', '2017-04-29')"
25469,2017-04-29,G96,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25470,2017-04-29,G188,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25471,2017-04-29,G34,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25472,2017-04-29,G10,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25473,2017-04-29,G198,0.25,10,arcade-creek,"('arcade-creek', '2017-04-29')"
25474,2017-04-29,G49,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25475,2017-04-29,G126,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25476,2017-04-29,G204,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25477,2017-04-29,G7,0.15,6,arcade-creek,"('arcade-creek', '2017-04-29')"
25478,2017-04-29,G145,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25479,2017-04-29,G24,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25480,2017-04-29,G8,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25481,2017-04-29,G175,0.38,15,arcade-creek,"('arcade-creek', '2017-04-29')"
25482,2017-04-29,G27,0.45,18,arcade-creek,"('arcade-creek', '2017-04-29')"
25483,2017-04-29,G95,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25484,2017-04-29,G178,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25485,2017-04-29,G32,0.1,4,arcade-creek,"('arcade-creek', '2017-04-29')"
25486,2017-04-29,G195,0.08,3,arcade-creek,"('arcade-creek', '2017-04-29')"
25487,2017-04-29,G4,0.15,6,arcade-creek,"('arcade-creek', '2017-04-29')"
25488,2017-04-29,G124,0.13,5,arcade-creek,"('arcade-creek', '2017-04-29')"
25489,2017-04-29,G203,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25490,2017-04-29,G67,0.08,3,arcade-creek,"('arcade-creek', '2017-04-29')"
25491,2017-04-29,G142,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25492,2017-04-29,G23,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25493,2017-04-29,G79,0.45,18,arcade-creek,"('arcade-creek', '2017-04-29')"
25494,2017-04-29,G165,0.43,17,arcade-creek,"('arcade-creek', '2017-04-29')"
25495,2017-04-29,G26,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25496,2017-04-29,G87,0.03,1,arcade-creek,"('arcade-creek', '2017-04-29')"
25497,2017-04-29,G177,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25498,2017-04-29,G30,0.55,22,arcade-creek,"('arcade-creek', '2017-04-29')"
25499,2017-04-29,G191,0.05,2,arcade-creek,"('arcade-creek', '2017-04-29')"
25500,2017-04-29,G35,0.15,6,arcade-creek,"('arcade-creek', '2017-04-29')"
25538,2017-04-19,G178,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25539,2017-04-19,G66,0.07,2,cordova-creek,"('cordova-creek', '2017-04-19')"
25540,2017-04-19,G21,0.19,5,cordova-creek,"('cordova-creek', '2017-04-19')"
25541,2017-04-19,G79,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25542,2017-04-19,G24,0.15,4,cordova-creek,"('cordova-creek', '2017-04-19')"
25543,2017-04-19,G95,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25544,2017-04-19,G126,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25545,2017-04-19,G30,0.22,6,cordova-creek,"('cordova-creek', '2017-04-19')"
25546,2017-04-19,G156,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25547,2017-04-19,G33,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25548,2017-04-19,G177,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25549,2017-04-19,G59,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25550,2017-04-19,G200,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25551,2017-04-19,G7,0.22,6,cordova-creek,"('cordova-creek', '2017-04-19')"
25552,2017-04-19,G22,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25553,2017-04-19,G82,0.89,24,cordova-creek,"('cordova-creek', '2017-04-19')"
25554,2017-04-19,G125,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25555,2017-04-19,G27,0.41,11,cordova-creek,"('cordova-creek', '2017-04-19')"
25556,2017-04-19,G99,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25557,2017-04-19,G153,0.07,2,cordova-creek,"('cordova-creek', '2017-04-19')"
25558,2017-04-19,G32,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25559,2017-04-19,G175,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25560,2017-04-19,G35,0.11,3,cordova-creek,"('cordova-creek', '2017-04-19')"
25561,2017-04-19,G198,0.19,5,cordova-creek,"('cordova-creek', '2017-04-19')"
25562,2017-04-19,G67,0.07,2,cordova-creek,"('cordova-creek', '2017-04-19')"
25563,2017-04-19,G211,0.07,2,cordova-creek,"('cordova-creek', '2017-04-19')"
25564,2017-04-19,G8,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25565,2017-04-19,G100,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25566,2017-04-19,G25,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25567,2017-04-19,G96,0.07,2,cordova-creek,"('cordova-creek', '2017-04-19')"
25568,2017-04-19,G145,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25569,2017-04-19,G31,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25570,2017-04-19,G159,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25571,2017-04-19,G34,0.04,1,cordova-creek,"('cordova-creek', '2017-04-19')"
25572,2017-03-15,G13,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25573,2017-03-15,G24,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25574,2017-03-15,G8,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25575,2017-03-15,G153,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25576,2017-03-15,G3,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25577,2017-03-15,G83,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25578,2017-03-15,G175,0.15,4,cordova-creek,"('cordova-creek', '2017-03-15')"
25579,2017-03-15,G33,0.11,3,cordova-creek,"('cordova-creek', '2017-03-15')"
25580,2017-03-15,G96,0.15,4,cordova-creek,"('cordova-creek', '2017-03-15')"
25581,2017-03-15,G182,0.11,3,cordova-creek,"('cordova-creek', '2017-03-15')"
25582,2017-03-15,G49,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25583,2017-03-15,G101,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25584,2017-03-15,G200,0.07,2,cordova-creek,"('cordova-creek', '2017-03-15')"
25585,2017-03-15,G66,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25586,2017-03-15,G126,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25587,2017-03-15,G23,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25588,2017-03-15,G79,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25589,2017-03-15,G152,0.07,2,cordova-creek,"('cordova-creek', '2017-03-15')"
25590,2017-03-15,G27,0.19,5,cordova-creek,"('cordova-creek', '2017-03-15')"
25591,2017-03-15,G82,0.26,7,cordova-creek,"('cordova-creek', '2017-03-15')"
25592,2017-03-15,G158,0.22,6,cordova-creek,"('cordova-creek', '2017-03-15')"
25593,2017-03-15,G32,0.22,6,cordova-creek,"('cordova-creek', '2017-03-15')"
25594,2017-03-15,G95,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25595,2017-03-15,G178,0.11,3,cordova-creek,"('cordova-creek', '2017-03-15')"
25596,2017-03-15,G4,0.11,3,cordova-creek,"('cordova-creek', '2017-03-15')"
25597,2017-03-15,G100,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25598,2017-03-15,G198,0.15,4,cordova-creek,"('cordova-creek', '2017-03-15')"
25599,2017-03-15,G59,0.11,3,cordova-creek,"('cordova-creek', '2017-03-15')"
25600,2017-03-15,G125,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25601,2017-03-15,G211,0.07,2,cordova-creek,"('cordova-creek', '2017-03-15')"
25602,2017-03-15,G7,0.15,4,cordova-creek,"('cordova-creek', '2017-03-15')"
25603,2017-03-15,G145,0.3,8,cordova-creek,"('cordova-creek', '2017-03-15')"
25604,2017-03-15,G25,0.37,10,cordova-creek,"('cordova-creek', '2017-03-15')"
25605,2017-03-15,G80,0.15,4,cordova-creek,"('cordova-creek', '2017-03-15')"
25606,2017-03-15,G156,0.74,20,cordova-creek,"('cordova-creek', '2017-03-15')"
25607,2017-03-15,G30,1.41,38,cordova-creek,"('cordova-creek', '2017-03-15')"
25608,2017-03-15,G89,0.07,2,cordova-creek,"('cordova-creek', '2017-03-15')"
25609,2017-03-15,G177,0.41,11,cordova-creek,"('cordova-creek', '2017-03-15')"
25610,2017-03-15,G34,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25611,2017-03-15,G10,0.67,18,cordova-creek,"('cordova-creek', '2017-03-15')"
25612,2017-03-15,G191,0.04,1,cordova-creek,"('cordova-creek', '2017-03-15')"
25613,2017-03-15,G50,0.41,11,cordova-creek,"('cordova-creek', '2017-03-15')"
25614,2017-03-15,G124,0.07,2,cordova-creek,"('cordova-creek', '2017-03-15')"
25615,2017-03-15,G21,0.22,6,cordova-creek,"('cordova-creek', '2017-03-15')"
25616,2017-03-15,G67,0.22,6,cordova-creek,"('cordova-creek', '2017-03-15')"
25617,2017-03-01,G34,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25618,2017-03-01,G126,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25619,2017-03-01,G49,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25620,2017-03-01,G178,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25621,2017-03-01,G67,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25622,2017-03-01,G200,0.15,4,cordova-creek,"('cordova-creek', '2017-03-01')"
25623,2017-03-01,G82,0.33,9,cordova-creek,"('cordova-creek', '2017-03-01')"
25624,2017-03-01,G28,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25625,2017-03-01,G32,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25626,2017-03-01,G4,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25627,2017-03-01,G156,0.07,2,cordova-creek,"('cordova-creek', '2017-03-01')"
25628,2017-03-01,G59,0.07,2,cordova-creek,"('cordova-creek', '2017-03-01')"
25629,2017-03-01,G199,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25630,2017-03-01,G79,0.37,10,cordova-creek,"('cordova-creek', '2017-03-01')"
25631,2017-03-01,G27,0.26,7,cordova-creek,"('cordova-creek', '2017-03-01')"
25632,2017-03-01,G30,0.33,9,cordova-creek,"('cordova-creek', '2017-03-01')"
25633,2017-03-01,G35,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25634,2017-03-01,G145,0.15,4,cordova-creek,"('cordova-creek', '2017-03-01')"
25635,2017-03-01,G50,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25636,2017-03-01,G198,0.07,2,cordova-creek,"('cordova-creek', '2017-03-01')"
25637,2017-03-01,G7,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25638,2017-03-01,G23,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25639,2017-03-01,G3,0.04,1,cordova-creek,"('cordova-creek', '2017-03-01')"
25640,2017-02-22,G21,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25641,2017-02-22,G82,1.74,47,cordova-creek,"('cordova-creek', '2017-02-22')"
25642,2017-02-22,G25,0.22,6,cordova-creek,"('cordova-creek', '2017-02-22')"
25643,2017-02-22,G101,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25644,2017-02-22,G30,0.52,14,cordova-creek,"('cordova-creek', '2017-02-22')"
25645,2017-02-22,G153,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25646,2017-02-22,G35,0.15,4,cordova-creek,"('cordova-creek', '2017-02-22')"
25647,2017-02-22,G177,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25648,2017-02-22,G67,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25649,2017-02-22,G200,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25650,2017-02-22,G80,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25651,2017-02-22,G24,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25652,2017-02-22,G89,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25653,2017-02-22,G100,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25654,2017-02-22,G27,0.48,13,cordova-creek,"('cordova-creek', '2017-02-22')"
25655,2017-02-22,G152,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25656,2017-02-22,G33,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25657,2017-02-22,G158,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25658,2017-02-22,G59,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25659,2017-02-22,G182,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25660,2017-02-22,G79,0.48,13,cordova-creek,"('cordova-creek', '2017-02-22')"
25661,2017-02-22,G23,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25662,2017-02-22,G87,0.04,1,cordova-creek,"('cordova-creek', '2017-02-22')"
25663,2017-02-22,G10,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25664,2017-02-22,G26,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25665,2017-02-22,G126,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25666,2017-02-22,G32,0.44,12,cordova-creek,"('cordova-creek', '2017-02-22')"
25667,2017-02-22,G156,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25668,2017-02-22,G4,0.11,3,cordova-creek,"('cordova-creek', '2017-02-22')"
25669,2017-02-22,G178,0.07,2,cordova-creek,"('cordova-creek', '2017-02-22')"
25670,2017-02-22,G7,0.15,4,cordova-creek,"('cordova-creek', '2017-02-22')"
25671,2017-02-15,G13,0.07,2,cordova-creek,"('cordova-creek', '2017-02-15')"
25672,2017-02-15,G24,0.11,3,cordova-creek,"('cordova-creek', '2017-02-15')"
25673,2017-02-15,G82,1.19,32,cordova-creek,"('cordova-creek', '2017-02-15')"
25674,2017-02-15,G153,0.15,4,cordova-creek,"('cordova-creek', '2017-02-15')"
25675,2017-02-15,G3,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25676,2017-02-15,G99,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25677,2017-02-15,G175,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25678,2017-02-15,G33,0.11,3,cordova-creek,"('cordova-creek', '2017-02-15')"
25679,2017-02-15,G188,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25680,2017-02-15,G49,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25681,2017-02-15,G10,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25682,2017-02-15,G203,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25683,2017-02-15,G7,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25684,2017-02-15,G125,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25685,2017-02-15,G23,0.22,6,cordova-creek,"('cordova-creek', '2017-02-15')"
25686,2017-02-15,G8,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25687,2017-02-15,G152,0.07,2,cordova-creek,"('cordova-creek', '2017-02-15')"
25688,2017-02-15,G27,0.41,11,cordova-creek,"('cordova-creek', '2017-02-15')"
25689,2017-02-15,G96,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25690,2017-02-15,G158,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25691,2017-02-15,G31,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25692,2017-02-15,G182,0.07,2,cordova-creek,"('cordova-creek', '2017-02-15')"
25693,2017-02-15,G35,0.26,7,cordova-creek,"('cordova-creek', '2017-02-15')"
25694,2017-02-15,G200,0.11,3,cordova-creek,"('cordova-creek', '2017-02-15')"
25695,2017-02-15,G67,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25696,2017-02-15,G101,0.11,3,cordova-creek,"('cordova-creek', '2017-02-15')"
25697,2017-02-15,G211,0.07,2,cordova-creek,"('cordova-creek', '2017-02-15')"
25698,2017-02-15,G79,0.44,12,cordova-creek,"('cordova-creek', '2017-02-15')"
25699,2017-02-15,G145,0.07,2,cordova-creek,"('cordova-creek', '2017-02-15')"
25700,2017-02-15,G25,0.19,5,cordova-creek,"('cordova-creek', '2017-02-15')"
25701,2017-02-15,G83,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25702,2017-02-15,G156,0.11,3,cordova-creek,"('cordova-creek', '2017-02-15')"
25703,2017-02-15,G30,0.59,16,cordova-creek,"('cordova-creek', '2017-02-15')"
25704,2017-02-15,G178,0.15,4,cordova-creek,"('cordova-creek', '2017-02-15')"
25705,2017-02-15,G34,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25706,2017-02-15,G198,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25707,2017-02-15,G65,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25708,2017-02-15,G100,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25709,2017-02-15,G21,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25710,2017-02-15,G71,0.04,1,cordova-creek,"('cordova-creek', '2017-02-15')"
25711,2017-02-08,G10,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25712,2017-02-08,G28,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25713,2017-02-08,G145,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25714,2017-02-08,G32,0.22,6,cordova-creek,"('cordova-creek', '2017-02-08')"
25715,2017-02-08,G156,0.15,4,cordova-creek,"('cordova-creek', '2017-02-08')"
25716,2017-02-08,G4,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25717,2017-02-08,G200,0.11,3,cordova-creek,"('cordova-creek', '2017-02-08')"
25718,2017-02-08,G82,2.0,54,cordova-creek,"('cordova-creek', '2017-02-08')"
25719,2017-02-08,G24,0.11,3,cordova-creek,"('cordova-creek', '2017-02-08')"
25720,2017-02-08,G27,1.93,52,cordova-creek,"('cordova-creek', '2017-02-08')"
25721,2017-02-08,G126,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25722,2017-02-08,G30,0.56,15,cordova-creek,"('cordova-creek', '2017-02-08')"
25723,2017-02-08,G153,0.11,3,cordova-creek,"('cordova-creek', '2017-02-08')"
25724,2017-02-08,G35,0.59,16,cordova-creek,"('cordova-creek', '2017-02-08')"
25725,2017-02-08,G178,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25726,2017-02-08,G79,1.15,31,cordova-creek,"('cordova-creek', '2017-02-08')"
25727,2017-02-08,G23,0.33,9,cordova-creek,"('cordova-creek', '2017-02-08')"
25728,2017-02-08,G96,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25729,2017-02-08,G26,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25730,2017-02-08,G100,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25731,2017-02-08,G3,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25732,2017-02-08,G152,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25733,2017-02-08,G33,0.04,1,cordova-creek,"('cordova-creek', '2017-02-08')"
25734,2017-02-08,G177,0.07,2,cordova-creek,"('cordova-creek', '2017-02-08')"
25735,2017-02-08,G7,0.11,3,cordova-creek,"('cordova-creek', '2017-02-08')"
25736,2017-02-08,G21,0.11,3,cordova-creek,"('cordova-creek', '2017-02-08')"
25737,2017-02-08,G83,0.15,4,cordova-creek,"('cordova-creek', '2017-02-08')"
25738,2017-02-08,G25,0.41,11,cordova-creek,"('cordova-creek', '2017-02-08')"
25739,2017-02-01,G10,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25740,2017-02-01,G198,0.07,2,cordova-creek,"('cordova-creek', '2017-02-01')"
25741,2017-02-01,G35,0.15,4,cordova-creek,"('cordova-creek', '2017-02-01')"
25742,2017-02-01,G126,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25743,2017-02-01,G204,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
25744,2017-02-01,G50,0.11,3,cordova-creek,"('cordova-creek', '2017-02-01')"
25745,2017-02-01,G152,0.04,1,cordova-creek,"('cordova-creek', '2017-02-01')"
