,date,code,pcs_m,quantity,location,loc_date
26499,2016-06-08,G21,0.15,4,cordova-creek,"('cordova-creek', '2016-06-08')"
26500,2016-06-08,G82,0.26,7,cordova-creek,"('cordova-creek', '2016-06-08')"
26501,2016-06-08,G24,0.15,4,cordova-creek,"('cordova-creek', '2016-06-08')"
26502,2016-06-08,G27,0.37,10,cordova-creek,"('cordova-creek', '2016-06-08')"
26503,2016-06-08,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-06-08')"
26504,2016-06-08,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26505,2016-06-08,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26506,2016-06-08,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26507,2016-06-08,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26508,2016-06-08,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26509,2016-06-08,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-06-08')"
26510,2016-06-08,G26,0.07,2,cordova-creek,"('cordova-creek', '2016-06-08')"
26511,2016-06-08,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26512,2016-06-08,G30,0.33,9,cordova-creek,"('cordova-creek', '2016-06-08')"
26513,2016-06-08,G156,0.3,8,cordova-creek,"('cordova-creek', '2016-06-08')"
26514,2016-06-08,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26515,2016-06-08,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26516,2016-06-08,G79,0.26,7,cordova-creek,"('cordova-creek', '2016-06-08')"
26517,2016-06-08,G22,0.07,2,cordova-creek,"('cordova-creek', '2016-06-08')"
26518,2016-06-08,G89,0.07,2,cordova-creek,"('cordova-creek', '2016-06-08')"
26519,2016-06-08,G25,0.26,7,cordova-creek,"('cordova-creek', '2016-06-08')"
26520,2016-06-08,G3,0.11,3,cordova-creek,"('cordova-creek', '2016-06-08')"
26521,2016-06-08,G153,0.04,1,cordova-creek,"('cordova-creek', '2016-06-08')"
26522,2016-06-08,G35,0.22,6,cordova-creek,"('cordova-creek', '2016-06-08')"
26523,2016-06-01,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26524,2016-06-01,G35,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26525,2016-06-01,G198,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26526,2016-06-01,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26527,2016-06-01,G124,0.15,4,cordova-creek,"('cordova-creek', '2016-06-01')"
26528,2016-06-01,G22,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26529,2016-06-01,G80,0.15,4,cordova-creek,"('cordova-creek', '2016-06-01')"
26530,2016-06-01,G151,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26531,2016-06-01,G25,0.19,5,cordova-creek,"('cordova-creek', '2016-06-01')"
26532,2016-06-01,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26533,2016-06-01,G156,0.19,5,cordova-creek,"('cordova-creek', '2016-06-01')"
26534,2016-06-01,G30,0.67,18,cordova-creek,"('cordova-creek', '2016-06-01')"
26535,2016-06-01,G175,0.22,6,cordova-creek,"('cordova-creek', '2016-06-01')"
26536,2016-06-01,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26537,2016-06-01,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26538,2016-06-01,G67,0.07,2,cordova-creek,"('cordova-creek', '2016-06-01')"
26539,2016-06-01,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26540,2016-06-01,G211,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26541,2016-06-01,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26542,2016-06-01,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26543,2016-06-01,G24,0.19,5,cordova-creek,"('cordova-creek', '2016-06-01')"
26544,2016-06-01,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26545,2016-06-01,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-06-01')"
26546,2016-06-01,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-06-01')"
26547,2016-06-01,G159,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26548,2016-06-01,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26549,2016-06-01,G178,0.41,11,cordova-creek,"('cordova-creek', '2016-06-01')"
26550,2016-06-01,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-06-01')"
26551,2016-06-01,G21,0.19,5,cordova-creek,"('cordova-creek', '2016-06-01')"
26552,2016-06-01,G79,0.41,11,cordova-creek,"('cordova-creek', '2016-06-01')"
26553,2016-06-01,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-06-01')"
26554,2016-06-01,G23,0.26,7,cordova-creek,"('cordova-creek', '2016-06-01')"
26555,2016-06-01,G82,0.56,15,cordova-creek,"('cordova-creek', '2016-06-01')"
26556,2016-06-01,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-06-01')"
26557,2016-06-01,G27,0.7,19,cordova-creek,"('cordova-creek', '2016-06-01')"
26558,2016-06-01,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-06-01')"
26559,2016-06-01,G158,0.26,7,cordova-creek,"('cordova-creek', '2016-06-01')"
26560,2016-06-01,G32,0.19,5,cordova-creek,"('cordova-creek', '2016-06-01')"
26561,2016-05-25,G142,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26562,2016-05-25,G27,3.48,94,cordova-creek,"('cordova-creek', '2016-05-25')"
26563,2016-05-25,G82,2.52,68,cordova-creek,"('cordova-creek', '2016-05-25')"
26564,2016-05-25,G156,0.19,5,cordova-creek,"('cordova-creek', '2016-05-25')"
26565,2016-05-25,G30,1.59,43,cordova-creek,"('cordova-creek', '2016-05-25')"
26566,2016-05-25,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26567,2016-05-25,G175,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26568,2016-05-25,G33,0.48,13,cordova-creek,"('cordova-creek', '2016-05-25')"
26569,2016-05-25,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26570,2016-05-25,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26571,2016-05-25,G23,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26572,2016-05-25,G7,0.26,7,cordova-creek,"('cordova-creek', '2016-05-25')"
26573,2016-05-25,G10,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26574,2016-05-25,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26575,2016-05-25,G26,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26576,2016-05-25,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26577,2016-05-25,G153,0.37,10,cordova-creek,"('cordova-creek', '2016-05-25')"
26578,2016-05-25,G3,0.33,9,cordova-creek,"('cordova-creek', '2016-05-25')"
26579,2016-05-25,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26580,2016-05-25,G159,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26581,2016-05-25,G32,0.15,4,cordova-creek,"('cordova-creek', '2016-05-25')"
26582,2016-05-25,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26583,2016-05-25,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26584,2016-05-25,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26585,2016-05-25,G67,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26586,2016-05-25,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26587,2016-05-25,G25,0.3,8,cordova-creek,"('cordova-creek', '2016-05-25')"
26588,2016-05-25,G8,0.26,7,cordova-creek,"('cordova-creek', '2016-05-25')"
26589,2016-05-25,G152,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26590,2016-05-25,G28,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26591,2016-05-25,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26592,2016-05-25,G158,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26593,2016-05-25,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-05-25')"
26594,2016-05-25,G96,0.15,4,cordova-creek,"('cordova-creek', '2016-05-25')"
26595,2016-05-25,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26596,2016-05-25,G35,0.19,5,cordova-creek,"('cordova-creek', '2016-05-25')"
26597,2016-05-25,G21,0.37,10,cordova-creek,"('cordova-creek', '2016-05-25')"
26598,2016-05-25,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-05-25')"
26599,2016-05-25,G24,0.52,14,cordova-creek,"('cordova-creek', '2016-05-25')"
26600,2016-05-25,G79,0.78,21,cordova-creek,"('cordova-creek', '2016-05-25')"
26601,2016-05-25,G124,0.11,3,cordova-creek,"('cordova-creek', '2016-05-25')"
26602,2016-05-18,G156,0.19,5,cordova-creek,"('cordova-creek', '2016-05-18')"
26603,2016-05-18,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26604,2016-05-18,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26605,2016-05-18,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26606,2016-05-18,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26607,2016-05-18,G7,0.33,9,cordova-creek,"('cordova-creek', '2016-05-18')"
26608,2016-05-18,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26609,2016-05-18,G24,0.33,9,cordova-creek,"('cordova-creek', '2016-05-18')"
26610,2016-05-18,G89,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26611,2016-05-18,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26612,2016-05-18,G28,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26613,2016-05-18,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26614,2016-05-18,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26615,2016-05-18,G175,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26616,2016-05-18,G35,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26617,2016-05-18,G178,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26618,2016-05-18,G67,0.26,7,cordova-creek,"('cordova-creek', '2016-05-18')"
26619,2016-05-18,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26620,2016-05-18,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-05-18')"
26621,2016-05-18,G82,2.67,72,cordova-creek,"('cordova-creek', '2016-05-18')"
26622,2016-05-18,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26623,2016-05-18,G27,0.63,17,cordova-creek,"('cordova-creek', '2016-05-18')"
26624,2016-05-18,G99,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26625,2016-05-18,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26626,2016-05-18,G30,0.85,23,cordova-creek,"('cordova-creek', '2016-05-18')"
26627,2016-05-18,G159,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26628,2016-05-18,G33,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26629,2016-05-18,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-05-18')"
26630,2016-05-18,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26631,2016-05-18,G21,0.3,8,cordova-creek,"('cordova-creek', '2016-05-18')"
26632,2016-05-18,G79,0.48,13,cordova-creek,"('cordova-creek', '2016-05-18')"
26633,2016-05-18,G124,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26634,2016-05-18,G25,0.15,4,cordova-creek,"('cordova-creek', '2016-05-18')"
26635,2016-05-18,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-05-18')"
26636,2016-05-18,G151,0.07,2,cordova-creek,"('cordova-creek', '2016-05-18')"
26637,2016-05-18,G3,0.37,10,cordova-creek,"('cordova-creek', '2016-05-18')"
26638,2016-05-11,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26639,2016-05-11,G23,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26640,2016-05-11,G7,0.19,5,cordova-creek,"('cordova-creek', '2016-05-11')"
26641,2016-05-11,G152,0.11,3,cordova-creek,"('cordova-creek', '2016-05-11')"
26642,2016-05-11,G27,3.07,83,cordova-creek,"('cordova-creek', '2016-05-11')"
26643,2016-05-11,G80,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26644,2016-05-11,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26645,2016-05-11,G30,0.81,22,cordova-creek,"('cordova-creek', '2016-05-11')"
26646,2016-05-11,G89,0.07,2,cordova-creek,"('cordova-creek', '2016-05-11')"
26647,2016-05-11,G178,0.11,3,cordova-creek,"('cordova-creek', '2016-05-11')"
26648,2016-05-11,G33,0.07,2,cordova-creek,"('cordova-creek', '2016-05-11')"
26649,2016-05-11,G191,0.07,2,cordova-creek,"('cordova-creek', '2016-05-11')"
26650,2016-05-11,G49,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26651,2016-05-11,G124,0.15,4,cordova-creek,"('cordova-creek', '2016-05-11')"
26652,2016-05-11,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26653,2016-05-11,G67,0.22,6,cordova-creek,"('cordova-creek', '2016-05-11')"
26654,2016-05-11,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-05-11')"
26655,2016-05-11,G25,0.19,5,cordova-creek,"('cordova-creek', '2016-05-11')"
26656,2016-05-11,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26657,2016-05-11,G156,0.33,9,cordova-creek,"('cordova-creek', '2016-05-11')"
26658,2016-05-11,G3,0.26,7,cordova-creek,"('cordova-creek', '2016-05-11')"
26659,2016-05-11,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26660,2016-05-11,G177,0.15,4,cordova-creek,"('cordova-creek', '2016-05-11')"
26661,2016-05-11,G32,0.22,6,cordova-creek,"('cordova-creek', '2016-05-11')"
26662,2016-05-11,G188,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26663,2016-05-11,G4,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26664,2016-05-11,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-05-11')"
26665,2016-05-11,G21,0.19,5,cordova-creek,"('cordova-creek', '2016-05-11')"
26666,2016-05-11,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26667,2016-05-11,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26668,2016-05-11,G24,0.22,6,cordova-creek,"('cordova-creek', '2016-05-11')"
26669,2016-05-11,G79,0.3,8,cordova-creek,"('cordova-creek', '2016-05-11')"
26670,2016-05-11,G153,0.22,6,cordova-creek,"('cordova-creek', '2016-05-11')"
26671,2016-05-11,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26672,2016-05-11,G82,5.19,140,cordova-creek,"('cordova-creek', '2016-05-11')"
26673,2016-05-11,G176,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26674,2016-05-11,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26675,2016-05-11,G99,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26676,2016-05-11,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26677,2016-05-11,G35,0.3,8,cordova-creek,"('cordova-creek', '2016-05-11')"
26678,2016-05-11,G200,0.3,8,cordova-creek,"('cordova-creek', '2016-05-11')"
26679,2016-05-11,G59,0.04,1,cordova-creek,"('cordova-creek', '2016-05-11')"
26680,2016-05-04,G126,0.07,2,cordova-creek,"('cordova-creek', '2016-05-04')"
26681,2016-05-04,G28,0.07,2,cordova-creek,"('cordova-creek', '2016-05-04')"
26682,2016-05-04,G153,0.26,7,cordova-creek,"('cordova-creek', '2016-05-04')"
26683,2016-05-04,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-05-04')"
26684,2016-05-04,G177,0.22,6,cordova-creek,"('cordova-creek', '2016-05-04')"
26685,2016-05-04,G35,0.22,6,cordova-creek,"('cordova-creek', '2016-05-04')"
26686,2016-05-04,G200,0.15,4,cordova-creek,"('cordova-creek', '2016-05-04')"
26687,2016-05-04,G79,0.37,10,cordova-creek,"('cordova-creek', '2016-05-04')"
26688,2016-05-04,G24,0.26,7,cordova-creek,"('cordova-creek', '2016-05-04')"
26689,2016-05-04,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26690,2016-05-04,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26691,2016-05-04,G27,3.89,105,cordova-creek,"('cordova-creek', '2016-05-04')"
26692,2016-05-04,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26693,2016-05-04,G30,1.04,28,cordova-creek,"('cordova-creek', '2016-05-04')"
26694,2016-05-04,G175,0.07,2,cordova-creek,"('cordova-creek', '2016-05-04')"
26695,2016-05-04,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26696,2016-05-04,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26697,2016-05-04,G7,0.33,9,cordova-creek,"('cordova-creek', '2016-05-04')"
26698,2016-05-04,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-05-04')"
26699,2016-05-04,G82,1.37,37,cordova-creek,"('cordova-creek', '2016-05-04')"
26700,2016-05-04,G10,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26701,2016-05-04,G26,0.07,2,cordova-creek,"('cordova-creek', '2016-05-04')"
26702,2016-05-04,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26703,2016-05-04,G3,0.15,4,cordova-creek,"('cordova-creek', '2016-05-04')"
26704,2016-05-04,G156,0.26,7,cordova-creek,"('cordova-creek', '2016-05-04')"
26705,2016-05-04,G33,0.44,12,cordova-creek,"('cordova-creek', '2016-05-04')"
26706,2016-05-04,G178,0.19,5,cordova-creek,"('cordova-creek', '2016-05-04')"
26707,2016-05-04,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26708,2016-05-04,G21,0.33,9,cordova-creek,"('cordova-creek', '2016-05-04')"
26709,2016-05-04,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26710,2016-05-04,G25,0.26,7,cordova-creek,"('cordova-creek', '2016-05-04')"
26711,2016-05-04,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-05-04')"
26712,2016-04-27,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26713,2016-04-27,G199,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26714,2016-04-27,G50,0.11,3,cordova-creek,"('cordova-creek', '2016-04-27')"
26715,2016-04-27,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-04-27')"
26716,2016-04-27,G22,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26717,2016-04-27,G67,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26718,2016-04-27,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26719,2016-04-27,G25,0.67,18,cordova-creek,"('cordova-creek', '2016-04-27')"
26720,2016-04-27,G79,1.0,27,cordova-creek,"('cordova-creek', '2016-04-27')"
26721,2016-04-27,G175,0.26,7,cordova-creek,"('cordova-creek', '2016-04-27')"
26722,2016-04-27,G3,0.41,11,cordova-creek,"('cordova-creek', '2016-04-27')"
26723,2016-04-27,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26724,2016-04-27,G10,0.11,3,cordova-creek,"('cordova-creek', '2016-04-27')"
26725,2016-04-27,G178,0.67,18,cordova-creek,"('cordova-creek', '2016-04-27')"
26726,2016-04-27,G32,0.22,6,cordova-creek,"('cordova-creek', '2016-04-27')"
26727,2016-04-27,G95,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26728,2016-04-27,G124,0.19,5,cordova-creek,"('cordova-creek', '2016-04-27')"
26729,2016-04-27,G198,0.07,2,cordova-creek,"('cordova-creek', '2016-04-27')"
26730,2016-04-27,G4,0.19,5,cordova-creek,"('cordova-creek', '2016-04-27')"
26731,2016-04-27,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26732,2016-04-27,G211,0.22,6,cordova-creek,"('cordova-creek', '2016-04-27')"
26733,2016-04-27,G66,0.07,2,cordova-creek,"('cordova-creek', '2016-04-27')"
26734,2016-04-27,G152,0.11,3,cordova-creek,"('cordova-creek', '2016-04-27')"
26735,2016-04-27,G24,0.22,6,cordova-creek,"('cordova-creek', '2016-04-27')"
26736,2016-04-27,G71,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26737,2016-04-27,G158,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26738,2016-04-27,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26739,2016-04-27,G82,2.37,64,cordova-creek,"('cordova-creek', '2016-04-27')"
26740,2016-04-27,G177,0.52,14,cordova-creek,"('cordova-creek', '2016-04-27')"
26741,2016-04-27,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26742,2016-04-27,G89,0.22,6,cordova-creek,"('cordova-creek', '2016-04-27')"
26743,2016-04-27,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26744,2016-04-27,G191,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26745,2016-04-27,G35,0.41,11,cordova-creek,"('cordova-creek', '2016-04-27')"
26746,2016-04-27,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26747,2016-04-27,G21,0.52,14,cordova-creek,"('cordova-creek', '2016-04-27')"
26748,2016-04-27,G59,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26749,2016-04-27,G145,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26750,2016-04-27,G23,0.19,5,cordova-creek,"('cordova-creek', '2016-04-27')"
26751,2016-04-27,G7,0.67,18,cordova-creek,"('cordova-creek', '2016-04-27')"
26752,2016-04-27,G156,0.78,21,cordova-creek,"('cordova-creek', '2016-04-27')"
26753,2016-04-27,G27,3.81,103,cordova-creek,"('cordova-creek', '2016-04-27')"
26754,2016-04-27,G80,0.3,8,cordova-creek,"('cordova-creek', '2016-04-27')"
26755,2016-04-27,G176,0.07,2,cordova-creek,"('cordova-creek', '2016-04-27')"
26756,2016-04-27,G30,3.19,86,cordova-creek,"('cordova-creek', '2016-04-27')"
26757,2016-04-27,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-04-27')"
26758,2016-04-27,G100,0.15,4,cordova-creek,"('cordova-creek', '2016-04-27')"
26759,2016-04-27,G188,0.07,2,cordova-creek,"('cordova-creek', '2016-04-27')"
26760,2016-04-27,G33,0.48,13,cordova-creek,"('cordova-creek', '2016-04-27')"
26761,2016-04-27,G96,0.11,3,cordova-creek,"('cordova-creek', '2016-04-27')"
26762,2016-04-20,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26763,2016-04-20,G30,0.89,24,cordova-creek,"('cordova-creek', '2016-04-20')"
26764,2016-04-20,G126,0.11,3,cordova-creek,"('cordova-creek', '2016-04-20')"
26765,2016-04-20,G35,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26766,2016-04-20,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-04-20')"
26767,2016-04-20,G7,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26768,2016-04-20,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-04-20')"
26769,2016-04-20,G24,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26770,2016-04-20,G3,0.33,9,cordova-creek,"('cordova-creek', '2016-04-20')"
26771,2016-04-20,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26772,2016-04-20,G33,0.19,5,cordova-creek,"('cordova-creek', '2016-04-20')"
26773,2016-04-20,G153,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26774,2016-04-20,G67,0.11,3,cordova-creek,"('cordova-creek', '2016-04-20')"
26775,2016-04-20,G178,0.19,5,cordova-creek,"('cordova-creek', '2016-04-20')"
26776,2016-04-20,G82,0.19,5,cordova-creek,"('cordova-creek', '2016-04-20')"
26777,2016-04-20,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-04-20')"
26778,2016-04-20,G27,0.15,4,cordova-creek,"('cordova-creek', '2016-04-20')"
26779,2016-04-20,G32,0.11,3,cordova-creek,"('cordova-creek', '2016-04-20')"
26780,2016-04-20,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-04-20')"
26781,2016-04-20,G4,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26782,2016-04-20,G175,0.07,2,cordova-creek,"('cordova-creek', '2016-04-20')"
26783,2016-04-20,G79,0.3,8,cordova-creek,"('cordova-creek', '2016-04-20')"
26784,2016-04-20,G21,0.26,7,cordova-creek,"('cordova-creek', '2016-04-20')"
26785,2016-04-13,G156,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26786,2016-04-13,G79,0.3,8,cordova-creek,"('cordova-creek', '2016-04-13')"
26787,2016-04-13,G191,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26788,2016-04-13,G87,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26789,2016-04-13,G25,0.26,7,cordova-creek,"('cordova-creek', '2016-04-13')"
26790,2016-04-13,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-04-13')"
26791,2016-04-13,G3,0.37,10,cordova-creek,"('cordova-creek', '2016-04-13')"
26792,2016-04-13,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26793,2016-04-13,G33,0.15,4,cordova-creek,"('cordova-creek', '2016-04-13')"
26794,2016-04-13,G154,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26795,2016-04-13,G7,0.07,2,cordova-creek,"('cordova-creek', '2016-04-13')"
26796,2016-04-13,G178,0.11,3,cordova-creek,"('cordova-creek', '2016-04-13')"
26797,2016-04-13,G82,0.52,14,cordova-creek,"('cordova-creek', '2016-04-13')"
26798,2016-04-13,G24,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26799,2016-04-13,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26800,2016-04-13,G131,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26801,2016-04-13,G32,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26802,2016-04-13,G153,0.15,4,cordova-creek,"('cordova-creek', '2016-04-13')"
26803,2016-04-13,G67,0.22,6,cordova-creek,"('cordova-creek', '2016-04-13')"
26804,2016-04-13,G177,0.22,6,cordova-creek,"('cordova-creek', '2016-04-13')"
26805,2016-04-13,G80,0.07,2,cordova-creek,"('cordova-creek', '2016-04-13')"
26806,2016-04-13,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-04-13')"
26807,2016-04-13,G96,0.04,1,cordova-creek,"('cordova-creek', '2016-04-13')"
26808,2016-04-13,G27,0.48,13,cordova-creek,"('cordova-creek', '2016-04-13')"
